"Quadrat","Site","Year","PlantGenusSpecies","SampleRound","FloralAbundance","FloweringPlantAbundance","KeyQuad"
"MW2","CH","2021","Viguiera multiflora",1,1,1,"CH MW2 2021 1"
"MW2","CH","2022","Cosmos parviflorus",1,1,2,"CH MW2 2022 1"
"MW2","CH","2022","Glandularia bipinnatifida",1,80,1,"CH MW2 2022 1"
"MW2","HM","2017","Cymopterus lemmonii",2,50,1,"HM MW2 2017 2"
"MW2","HM","2017","Cymopterus lemmonii",3,50,1,"HM MW2 2017 3"
"MW2","HM","2017","Hymenoxys hoopesii",2,5,1,"HM MW2 2017 2"
"MW2","HM","2017","Hymenoxys hoopesii",3,50,1,"HM MW2 2017 3"
"MW2","HM","2017","Verbascum thapsus",3,5,1,"HM MW2 2017 3"
"MW2","HM","2018","Cirsium parryi",2,50,1,"HM MW2 2018 2"
"MW2","HM","2018","Erigeron tracyi",1,5,1,"HM MW2 2018 1"
"MW2","HM","2018","Hymenoxys hoopesii",1,50,1,"HM MW2 2018 1"
"MW2","HM","2018","Hymenoxys hoopesii",2,5,2,"HM MW2 2018 2"
"MW2","HM","2021","Erigeron tracyi",1,1,1,"HM MW2 2021 1"
"MW2","HM","2022","Hymenoxys hoopesii",1,5,6,"HM MW2 2022 1"
"MW2","HM","2022","Verbascum thapsus",1,12,1,"HM MW2 2022 1"
"MW2","JC","2017","Achillea millefolium",3,50,2,"JC MW2 2017 3"
"MW2","JC","2017","Eremogone fendleri",2,50,4,"JC MW2 2017 2"
"MW2","JC","2017","Eremogone fendleri",3,5,1,"JC MW2 2017 3"
"MW2","JC","2017","Penstemon barbatus",2,50,3,"JC MW2 2017 2"
"MW2","JC","2017","Potentilla hippiana",2,50,4,"JC MW2 2017 2"
"MW2","JC","2018","Achillea millefolium",1,50,1,"JC MW2 2018 1"
"MW2","JC","2018","Campanula rotundifolia",1,5,2,"JC MW2 2018 1"
"MW2","JC","2018","Erigeron tracyi",1,5,2,"JC MW2 2018 1"
"MW2","JC","2018","Erigeron tracyi",2,50,11,"JC MW2 2018 2"
"MW2","JC","2018","Ipomopsis aggregata",1,50,4,"JC MW2 2018 1"
"MW2","JC","2018","Ipomopsis aggregata",2,50,1,"JC MW2 2018 2"
"MW2","JC","2018","Tragopogon pratensis",2,5,1,"JC MW2 2018 2"
"MW2","JC","2021","Eremogone fendleri",2,10,2,"JC MW2 2021 2"
"MW2","JC","2021","Potentilla hippiana",2,5,2,"JC MW2 2021 2"
"MW2","MM","2017","Allium cernuum",2,50,4,"MM MW2 2017 2"
"MW2","MM","2017","Linum lewisii",3,5,1,"MM MW2 2017 3"
"MW2","MM","2017","Potentilla hippiana",2,5,2,"MM MW2 2017 2"
"MW2","MM","2017","Vicia pulchella",3,50,4,"MM MW2 2017 3"
"MW2","MM","2018","Agoseris glauca",1,5,2,"MM MW2 2018 1"
"MW2","MM","2018","Commelina dianthifolia",1,5,5,"MM MW2 2018 1"
"MW2","MM","2018","Commelina dianthifolia",2,5,5,"MM MW2 2018 2"
"MW2","MM","2018","Erigeron formosissimus",2,5,1,"MM MW2 2018 2"
"MW2","MM","2018","Potentilla hippiana",2,50,2,"MM MW2 2018 2"
"MW2","MM","2018","Vicia pulchella",1,50,4,"MM MW2 2018 1"
"MW2","MM","2018","Vicia pulchella",2,50,1,"MM MW2 2018 2"
"MW2","MM","2021","Erigeron flagellaris",2,4,1,"MM MW2 2021 2"
"MW2","MM","2021","Erysimum capitatum",1,9,1,"MM MW2 2021 1"
"MW2","MM","2021","Heterotheca pumila",2,32,2,"MM MW2 2021 2"
"MW2","MM","2021","Vicia pulchella",2,5,1,"MM MW2 2021 2"
"MW2","MM","2022","Cymopterus lemmonii",1,2,1,"MM MW2 2022 1"
"MW2","MM","2022","Vicia pulchella",1,10,1,"MM MW2 2022 1"
"MW2","PL","2018","Campanula rotundifolia",1,50,3,"PL MW2 2018 1"
"MW2","PL","2018","Erysimum capitatum",2,5,1,"PL MW2 2018 2"
"MW2","PL","2021","Campanula rotundifolia",2,1,1,"PL MW2 2021 2"
"MW2","PL","2021","Cirsium parryi",2,11,1,"PL MW2 2021 2"
"MW2","PL","2021","Hymenoxys hoopesii",1,1,1,"PL MW2 2021 1"
"MW2","PL","2021","Hymenoxys hoopesii",2,6,1,"PL MW2 2021 2"
"MW2","PL","2022","Cerastium nutans",1,36,3,"PL MW2 2022 1"
"MW2","PL","2022","Hymenoxys hoopesii",1,25,3,"PL MW2 2022 1"
"MW2","RP","2021","Glandularia bipinnatifida",1,15,3,"RP MW2 2021 1"
"MW2","RP","2021","Glandularia bipinnatifida",2,76,9,"RP MW2 2021 2"
"MW2","RP","2021","Hymenoxys hoopesii",2,1,1,"RP MW2 2021 2"
"MW2","RP","2021","Penstemon barbatus",1,2,1,"RP MW2 2021 1"
"MW2","RP","2021","Viguiera multiflora",2,3,2,"RP MW2 2021 2"
"MW2","RP","2022","Cosmos parviflorus",1,1,4,"RP MW2 2022 1"
"MW2","RP","2022","Glandularia bipinnatifida",1,250,5,"RP MW2 2022 1"
"MW2","RP","2022","Hymenoxys hoopesii",1,10,2,"RP MW2 2022 1"
"MW2","RP","2022","Oxalis alpina",1,1,4,"RP MW2 2022 1"
"MW2","SC","2017","Castilleja austromontana",1,50,2,"SC MW2 2017 1"
"MW2","SC","2017","Cymopterus lemmonii",1,50,2,"SC MW2 2017 1"
"MW2","SC","2017","Erigeron flagellaris",1,5,7,"SC MW2 2017 1"
"MW2","SC","2017","Oxytropis lambertii",1,50,3,"SC MW2 2017 1"
"MW2","SC","2017","Potentilla hippiana",2,5,2,"SC MW2 2017 2"
"MW2","SC","2017","Potentilla hippiana",3,50,6,"SC MW2 2017 3"
"MW2","SC","2018","Erigeron flagellaris",1,5,1,"SC MW2 2018 1"
"MW2","SC","2018","Potentilla hippiana",1,50,1,"SC MW2 2018 1"
"MW2","SC","2021","Potentilla hippiana",2,15,5,"SC MW2 2021 2"
"MW2","SC","2022","Potentilla hippiana",1,1,8,"SC MW2 2022 1"
"MW2","SM","2017","Erigeron flagellaris",1,5,8,"SM MW2 2017 1"
"MW2","SM","2018","Erigeron flagellaris",1,5,5,"SM MW2 2018 1"
"MW2","SM","2018","Erigeron tracyi",1,50,11,"SM MW2 2018 1"
"MW2","SM","2018","Penstemon pseudoparvus",1,5,1,"SM MW2 2018 1"
"MW2","SM","2021","Campanula rotundifolia",1,2,2,"SM MW2 2021 1"
"MW2","SM","2021","Lupinus palmeri",1,3,1,"SM MW2 2021 1"
"MW2","SM","2021","Potentilla hippiana",1,2,1,"SM MW2 2021 1"
"MW2","SM","2022","Erigeron flagellaris",1,1,1,"SM MW2 2022 1"
"MW2","SM","2022","Lupinus palmeri",1,14,2,"SM MW2 2022 1"
"MW2","SS","2017","Achillea millefolium",1,50,1,"SS MW2 2017 1"
"MW2","SS","2017","Hymenoxys hoopesii",1,50,4,"SS MW2 2017 1"
"MW3","CH","2017","Trifolium pinetorum",3,50,2,"CH MW3 2017 3"
"MW3","CH","2018","Cosmos parviflorus",2,5,1,"CH MW3 2018 2"
"MW3","CH","2018","Drymaria leptophylla",1,5,1,"CH MW3 2018 1"
"MW3","CH","2018","Glandularia bipinnatifida",1,50,4,"CH MW3 2018 1"
"MW3","CH","2018","Psacalium decompositum",1,50,2,"CH MW3 2018 1"
"MW3","CH","2018","Stevia serrata",2,50,1,"CH MW3 2018 2"
"MW3","CH","2021","Psacalium decompositum",1,24,2,"CH MW3 2021 1"
"MW3","CH","2022","Trifolium pinetorum",1,15,8,"CH MW3 2022 1"
"MW3","HM","2017","Cymopterus lemmonii",2,50,1,"HM MW3 2017 2"
"MW3","HM","2017","Erigeron flagellaris",1,5,3,"HM MW3 2017 1"
"MW3","HM","2017","Erigeron flagellaris",2,5,3,"HM MW3 2017 2"
"MW3","HM","2017","Erigeron flagellaris",3,5,5,"HM MW3 2017 3"
"MW3","HM","2017","Erigeron subtrinervis",3,5,2,"HM MW3 2017 3"
"MW3","HM","2017","Taraxacum officinale",3,5,1,"HM MW3 2017 3"
"MW3","HM","2018","Arenaria lanuginosa",1,5,3,"HM MW3 2018 1"
"MW3","HM","2018","Arenaria lanuginosa",2,5,1,"HM MW3 2018 2"
"MW3","HM","2018","Cymopterus lemmonii",2,5,1,"HM MW3 2018 2"
"MW3","HM","2018","Erigeron tracyi",1,50,14,"HM MW3 2018 1"
"MW3","HM","2018","Halenia recurva",2,50,4,"HM MW3 2018 2"
"MW3","HM","2018","Hymenoxys hoopesii",2,5,1,"HM MW3 2018 2"
"MW3","HM","2018","Taraxacum officinale",2,5,3,"HM MW3 2018 2"
"MW3","HM","2021","Lupinus palmeri",2,23,1,"HM MW3 2021 2"
"MW3","HM","2021","Taraxacum officinale",1,2,2,"HM MW3 2021 1"
"MW3","HM","2021","Verbascum thapsus",2,20,2,"HM MW3 2021 2"
"MW3","HM","2022","Erigeron tracyi",1,20,20,"HM MW3 2022 1"
"MW3","HM","2022","Taraxacum officinale",1,2,1,"HM MW3 2022 1"
"MW3","HM","2022","Verbascum thapsus",1,8,1,"HM MW3 2022 1"
"MW3","JC","2017","Campanula rotundifolia",3,50,12,"JC MW3 2017 3"
"MW3","JC","2017","Cymopterus lemmonii",2,50,2,"JC MW3 2017 2"
"MW3","JC","2017","Erigeron subtrinervis",2,50,4,"JC MW3 2017 2"
"MW3","JC","2017","Linum lewisii",2,5,2,"JC MW3 2017 2"
"MW3","JC","2018","Erigeron speciosus",1,5,1,"JC MW3 2018 1"
"MW3","JC","2018","Erigeron tracyi",2,5,3,"JC MW3 2018 2"
"MW3","JC","2018","Hymenopappus newberryi",1,5,4,"JC MW3 2018 1"
"MW3","JC","2018","Potentilla fruticosa",1,50,1,"JC MW3 2018 1"
"MW3","JC","2021","Achillea millefolium",1,1,1,"JC MW3 2021 1"
"MW3","JC","2021","Potentilla fruticosa",2,7,2,"JC MW3 2021 2"
"MW3","JC","2021","Potentilla hippiana",1,5,1,"JC MW3 2021 1"
"MW3","JC","2021","Stevia serrata",1,1,1,"JC MW3 2021 1"
"MW3","MM","2017","Allium cernuum",2,50,3,"MM MW3 2017 2"
"MW3","MM","2017","Allium cernuum",3,50,1,"MM MW3 2017 3"
"MW3","MM","2017","Castilleja austromontana",1,50,2,"MM MW3 2017 1"
"MW3","MM","2017","Commelina dianthifolia",3,5,2,"MM MW3 2017 3"
"MW3","MM","2017","Erigeron flagellaris",1,5,3,"MM MW3 2017 1"
"MW3","MM","2017","Linum lewisii",1,10,6,"MM MW3 2017 1"
"MW3","MM","2017","Vicia pulchella",2,50,3,"MM MW3 2017 2"
"MW3","MM","2018","Arenaria lanuginosa",1,5,3,"MM MW3 2018 1"
"MW3","MM","2018","Castilleja miniata",1,5,2,"MM MW3 2018 1"
"MW3","MM","2018","Erigeron tracyi",1,50,14,"MM MW3 2018 1"
"MW3","MM","2018","Heterotheca pumila",1,5,3,"MM MW3 2018 1"
"MW3","MM","2018","Vicia pulchella",1,50,3,"MM MW3 2018 1"
"MW3","MM","2021","Allium cernuum",1,11,1,"MM MW3 2021 1"
"MW3","MM","2021","Commelina dianthifolia",1,2,1,"MM MW3 2021 1"
"MW3","MM","2021","Erigeron flagellaris",1,1,2,"MM MW3 2021 1"
"MW3","MM","2021","Heterotheca pumila",1,4,3,"MM MW3 2021 1"
"MW3","MM","2021","Heterotheca pumila",2,19,6,"MM MW3 2021 2"
"MW3","MM","2021","Mirabilis oblongifolia",2,2,1,"MM MW3 2021 2"
"MW3","MM","2021","Vicia pulchella",1,39,2,"MM MW3 2021 1"
"MW3","PL","2018","Campanula rotundifolia",2,5,1,"PL MW3 2018 2"
"MW3","PL","2018","Senecio bigelovii",2,5,1,"PL MW3 2018 2"
"MW3","PL","2021","Hymenoxys hoopesii",2,6,2,"PL MW3 2021 2"
"MW3","PL","2022","Geranium richardsonii",1,1,2,"PL MW3 2022 1"
"MW3","PL","2022","Senecio bigelovii",1,8,7,"PL MW3 2022 1"
"MW3","RP","2018","Hymenoxys hoopesii",1,50,1,"RP MW3 2018 1"
"MW3","RP","2021","Hymenoxys hoopesii",1,22,4,"RP MW3 2021 1"
"MW3","RP","2021","Hymenoxys hoopesii",2,1,1,"RP MW3 2021 2"
"MW3","RP","2021","Psacalium decompositum",1,24,1,"RP MW3 2021 1"
"MW3","RP","2022","Glandularia bipinnatifida",1,40,1,"RP MW3 2022 1"
"MW3","SC","2017","Eremogone fendleri",1,5,1,"SC MW3 2017 1"
"MW3","SC","2017","Eremogone fendleri",2,50,2,"SC MW3 2017 2"
"MW3","SC","2017","Eremogone fendleri",3,50,4,"SC MW3 2017 3"
"MW3","SC","2017","Oxytropis lambertii",1,50,4,"SC MW3 2017 1"
"MW3","SC","2018","Castilleja austromontana",1,5,1,"SC MW3 2018 1"
"MW3","SC","2018","Eremogone fendleri",2,5,2,"SC MW3 2018 2"
"MW3","SC","2018","Potentilla hippiana",1,50,2,"SC MW3 2018 1"
"MW3","SC","2021","Eremogone fendleri",1,47,5,"SC MW3 2021 1"
"MW3","SC","2021","Eremogone fendleri",2,5,3,"SC MW3 2021 2"
"MW3","SC","2021","Hymenoxys richardsonii",1,26,1,"SC MW3 2021 1"
"MW3","SC","2021","Penstemon pseudoparvus",2,4,1,"SC MW3 2021 2"
"MW3","SC","2022","Allium geyeri",1,1,16,"SC MW3 2022 1"
"MW3","SC","2022","Eremogone fendleri",1,1,1,"SC MW3 2022 1"
"MW3","SC","2022","Erysimum capitatum",1,5,1,"SC MW3 2022 1"
"MW3","SM","2017","Arenaria lanuginosa",1,5,7,"SM MW3 2017 1"
"MW3","SM","2017","Erigeron flagellaris",1,50,6,"SM MW3 2017 1"
"MW3","SM","2018","Campanula rotundifolia",1,10,12,"SM MW3 2018 1"
"MW3","SM","2018","Campanula rotundifolia",2,5,3,"SM MW3 2018 2"
"MW3","SM","2018","Erigeron formosissimus",2,5,1,"SM MW3 2018 2"
"MW3","SM","2018","Erigeron tracyi",1,5,1,"SM MW3 2018 1"
"MW3","SM","2018","Gentiana parryi",1,5,1,"SM MW3 2018 1"
"MW3","SM","2018","Hesperidanthus linearifolius",2,5,3,"SM MW3 2018 2"
"MW3","SM","2018","Lupinus palmeri",1,50,1,"SM MW3 2018 1"
"MW3","SM","2018","Pennellia longifolia",2,50,1,"SM MW3 2018 2"
"MW3","SM","2018","Potentilla hippiana",1,5,2,"SM MW3 2018 1"
"MW3","SM","2021","Lupinus palmeri",2,45,1,"SM MW3 2021 2"
"MW3","SM","2021","Potentilla hippiana",1,10,7,"SM MW3 2021 1"
"MW3","SM","2022","Potentilla hippiana",1,1,65,"SM MW3 2022 1"
"MW3","SS","2017","Achillea millefolium",1,50,2,"SS MW3 2017 1"
"MW3","SS","2017","Hymenoxys hoopesii",1,50,3,"SS MW3 2017 1"
"MW3","UK","2017","Trifolium pinetorum",1,50,53,"UK MW3 2017 1"
"MW3","VC","2017","Allium geyeri",1,5,1,"VC MW3 2017 1"
"MW3","VC","2017","Erigeron formosissimus",1,5,6,"VC MW3 2017 1"
"N1","CH","2012","Gaura hexandra gracilis",1,20,20,"CH N1 2012 1"
"N1","CH","2017","Penstemon barbatus",2,5,2,"CH N1 2017 2"
"N1","CH","2021","Cosmos parviflorus",1,4,2,"CH N1 2021 1"
"N1","CH","2021","Laennecia schiedeana",1,50,1,"CH N1 2021 1"
"N1","CH","2022","Cosmos parviflorus",1,17,14,"CH N1 2022 1"
"N1","CH","2022","Glandularia bipinnatifida",1,17,1,"CH N1 2022 1"
"N1","HM","2017","Erigeron arizonicus",2,5,1,"HM N1 2017 2"
"N1","HM","2017","Erigeron flagellaris",3,5,1,"HM N1 2017 3"
"N1","HM","2017","Erigeron subtrinervis",3,5,5,"HM N1 2017 3"
"N1","HM","2017","Hymenoxys hoopesii",2,5,1,"HM N1 2017 2"
"N1","HM","2017","Hymenoxys hoopesii",3,5,1,"HM N1 2017 3"
"N1","HM","2018","Achillea millefolium",2,50,2,"HM N1 2018 2"
"N1","HM","2018","Campanula rotundifolia",1,5,2,"HM N1 2018 1"
"N1","HM","2018","Erigeron speciosus",2,5,1,"HM N1 2018 2"
"N1","HM","2018","Erigeron tracyi",1,50,18,"HM N1 2018 1"
"N1","HM","2018","Erigeron tracyi",2,5,5,"HM N1 2018 2"
"N1","HM","2021","Erigeron tracyi",1,4,4,"HM N1 2021 1"
"N1","HM","2021","Lupinus palmeri",2,7,1,"HM N1 2021 2"
"N1","HM","2021","Taraxacum officinale",2,1,1,"HM N1 2021 2"
"N1","HM","2022","Erigeron tracyi",1,30,30,"HM N1 2022 1"
"N1","HM","2022","Verbascum thapsus",1,8,1,"HM N1 2022 1"
"N1","JC","2012","Allium geyeri",1,3,3,"JC N1 2012 1"
"N1","JC","2012","Hymenopappus newberryi",1,28,28,"JC N1 2012 1"
"N1","JC","2012","Potentilla hippiana",1,7,7,"JC N1 2012 1"
"N1","JC","2017","Allium geyeri",1,5,2,"JC N1 2017 1"
"N1","JC","2017","Campanula rotundifolia",1,5,1,"JC N1 2017 1"
"N1","JC","2017","Campanula rotundifolia",2,5,2,"JC N1 2017 2"
"N1","JC","2017","Campanula rotundifolia",3,50,15,"JC N1 2017 3"
"N1","JC","2017","Castilleja miniata",2,5,2,"JC N1 2017 2"
"N1","JC","2017","Castilleja miniata",3,5,1,"JC N1 2017 3"
"N1","JC","2017","Cymopterus lemmonii",1,5,2,"JC N1 2017 1"
"N1","JC","2017","Eremogone fendleri",2,5,2,"JC N1 2017 2"
"N1","JC","2017","Erigeron flagellaris",1,5,2,"JC N1 2017 1"
"N1","JC","2017","Erigeron subtrinervis",2,5,1,"JC N1 2017 2"
"N1","JC","2017","Linum lewisii",1,5,1,"JC N1 2017 1"
"N1","JC","2017","Potentilla fruticosa",1,5,1,"JC N1 2017 1"
"N1","JC","2017","Potentilla hippiana",2,5,4,"JC N1 2017 2"
"N1","JC","2018","Achillea millefolium",2,50,1,"JC N1 2018 2"
"N1","JC","2018","Campanula rotundifolia",1,5,4,"JC N1 2018 1"
"N1","JC","2018","Erigeron tracyi",2,5,1,"JC N1 2018 2"
"N1","JC","2018","Linum lewisii",2,5,3,"JC N1 2018 2"
"N1","JC","2018","Potentilla hippiana",2,50,1,"JC N1 2018 2"
"N1","JC","2021","Erigeron flagellaris",2,1,1,"JC N1 2021 2"
"N1","JC","2021","Erigeron formosissimus",2,61,4,"JC N1 2021 2"
"N1","JC","2021","Linum lewisii",2,1,1,"JC N1 2021 2"
"N1","JC","2021","Potentilla fruticosa",1,49,1,"JC N1 2021 1"
"N1","JC","2021","Potentilla hippiana",1,3,1,"JC N1 2021 1"
"N1","MM","2012","Monardella odoratissima",1,23,23,"MM N1 2012 1"
"N1","MM","2017","Cymopterus lemmonii",1,50,1,"MM N1 2017 1"
"N1","MM","2017","Erysimum capitatum",3,5,1,"MM N1 2017 3"
"N1","MM","2017","Potentilla hippiana",1,50,9,"MM N1 2017 1"
"N1","MM","2017","Potentilla hippiana",2,5,2,"MM N1 2017 2"
"N1","MM","2017","Potentilla hippiana",3,5,1,"MM N1 2017 3"
"N1","MM","2017","Vicia pulchella",3,50,1,"MM N1 2017 3"
"N1","MM","2018","Campanula rotundifolia",1,5,2,"MM N1 2018 1"
"N1","MM","2018","Castilleja miniata",1,5,2,"MM N1 2018 1"
"N1","MM","2018","Erigeron tracyi",1,50,18,"MM N1 2018 1"
"N1","MM","2018","Heterotheca pumila",2,50,3,"MM N1 2018 2"
"N1","MM","2018","Potentilla hippiana",1,5,15,"MM N1 2018 1"
"N1","MM","2018","Vicia pulchella",2,50,2,"MM N1 2018 2"
"N1","MM","2021","Heterotheca pumila",2,2,2,"MM N1 2021 2"
"N1","MM","2021","Potentilla hippiana",1,3,2,"MM N1 2021 1"
"N1","MM","2021","Potentilla hippiana",2,1,1,"MM N1 2021 2"
"N1","MM","2021","Vicia pulchella",2,21,1,"MM N1 2021 2"
"N1","MM","2022","Castilleja austromontana",1,1,1,"MM N1 2022 1"
"N1","MM","2022","Hymenopappus newberryi",1,4,6,"MM N1 2022 1"
"N1","MM","2022","Potentilla hippiana",1,6,20,"MM N1 2022 1"
"N1","PL","2012","Cirsium parryi",1,7,7,"PL N1 2012 1"
"N1","PL","2012","Hymenoxys hoopesii",1,13,13,"PL N1 2012 1"
"N1","PL","2018","Achillea millefolium",1,5,1,"PL N1 2018 1"
"N1","PL","2018","Hymenoxys hoopesii",1,5,4,"PL N1 2018 1"
"N1","PL","2018","Hymenoxys hoopesii",2,50,1,"PL N1 2018 2"
"N1","PL","2021","Erysimum capitatum",2,14,1,"PL N1 2021 2"
"N1","PL","2022","Cirsium parryi",1,1,3,"PL N1 2022 1"
"N1","PL","2022","Erysimum capitatum",1,9,2,"PL N1 2022 1"
"N1","RP","2021","Hymenoxys hoopesii",1,7,2,"RP N1 2021 1"
"N1","RP","2021","Oxalis decaphylla",1,3,1,"RP N1 2021 1"
"N1","RP","2021","Viguiera multiflora",2,1,1,"RP N1 2021 2"
"N1","RP","2022","Glandularia bipinnatifida",1,30,1,"RP N1 2022 1"
"N1","RP","2022","Hymenoxys hoopesii",1,1,2,"RP N1 2022 1"
"N1","RP","2022","Oxalis alpina",1,1,5,"RP N1 2022 1"
"N1","RP","2022","Stenaria nigricans",1,4,7,"RP N1 2022 1"
"N1","SC","2012","Cymopterus lemmonii",1,1,1,"SC N1 2012 1"
"N1","SC","2012","Erigeron subtrinervis",1,7,7,"SC N1 2012 1"
"N1","SC","2012","Potentilla hippiana",1,7,7,"SC N1 2012 1"
"N1","SC","2017","Campanula rotundifolia",2,5,2,"SC N1 2017 2"
"N1","SC","2017","Campanula rotundifolia",3,50,6,"SC N1 2017 3"
"N1","SC","2017","Cymopterus lemmonii",1,50,4,"SC N1 2017 1"
"N1","SC","2017","Cymopterus lemmonii",2,50,2,"SC N1 2017 2"
"N1","SC","2017","Eremogone fendleri",2,5,1,"SC N1 2017 2"
"N1","SC","2017","Eremogone fendleri",3,50,3,"SC N1 2017 3"
"N1","SC","2017","Erigeron flagellaris",1,50,11,"SC N1 2017 1"
"N1","SC","2017","Erigeron subtrinervis",3,5,1,"SC N1 2017 3"
"N1","SC","2017","Oxytropis lambertii",1,50,1,"SC N1 2017 1"
"N1","SC","2018","Achillea millefolium",1,5,1,"SC N1 2018 1"
"N1","SC","2018","Erigeron flagellaris",2,5,1,"SC N1 2018 2"
"N1","SC","2018","Erigeron subtrinervis",1,5,3,"SC N1 2018 1"
"N1","SC","2021","Cymopterus lemmonii",2,1,1,"SC N1 2021 2"
"N1","SM","2017","Erigeron flagellaris",1,5,5,"SM N1 2017 1"
"N1","SM","2018","Campanula rotundifolia",1,5,1,"SM N1 2018 1"
"N1","SM","2018","Campanula rotundifolia",2,50,6,"SM N1 2018 2"
"N1","SM","2018","Erigeron flagellaris",1,50,6,"SM N1 2018 1"
"N1","SM","2018","Penstemon pseudoparvus",1,50,3,"SM N1 2018 1"
"N1","SM","2021","Achillea millefolium",1,2,2,"SM N1 2021 1"
"N1","SM","2021","Campanula rotundifolia",2,3,1,"SM N1 2021 2"
"N1","SM","2021","Erigeron tracyi",2,1,1,"SM N1 2021 2"
"N1","SM","2022","Campanula rotundifolia",1,5,6,"SM N1 2022 1"
"N1","SM","2022","Erigeron tracyi",1,1,1,"SM N1 2022 1"
"N1","SS","2017","Hymenoxys hoopesii",1,5,1,"SS N1 2017 1"
"N1","SS","2017","Verbena hastata",1,5,1,"SS N1 2017 1"
"N1","UK","2017","Taraxacum officinale",1,5,1,"UK N1 2017 1"
"N1","UK","2017","Trifolium pinetorum",1,5,3,"UK N1 2017 1"
"N2","CH","2017","Lupinus palmeri",1,5,7,"CH N2 2017 1"
"N2","CH","2017","Vicia americana",1,5,2,"CH N2 2017 1"
"N2","CH","2021","Psacalium decompositum",1,30,1,"CH N2 2021 1"
"N2","HM","2017","Cymopterus lemmonii",1,50,5,"HM N2 2017 1"
"N2","HM","2017","Cymopterus lemmonii",2,100,11,"HM N2 2017 2"
"N2","HM","2017","Cymopterus lemmonii",3,50,3,"HM N2 2017 3"
"N2","HM","2017","Erigeron flagellaris",3,5,3,"HM N2 2017 3"
"N2","HM","2017","Hymenoxys hoopesii",1,5,2,"HM N2 2017 1"
"N2","HM","2017","Hymenoxys hoopesii",2,55,4,"HM N2 2017 2"
"N2","HM","2017","Hymenoxys hoopesii",3,5,1,"HM N2 2017 3"
"N2","HM","2017","Lupinus palmeri",2,50,2,"HM N2 2017 2"
"N2","HM","2017","Lupinus palmeri",3,50,2,"HM N2 2017 3"
"N2","HM","2018","Erigeron speciosus",1,5,4,"HM N2 2018 1"
"N2","HM","2018","Erigeron speciosus",2,50,2,"HM N2 2018 2"
"N2","HM","2018","Erigeron tracyi",1,5,5,"HM N2 2018 1"
"N2","HM","2018","Erigeron tracyi",2,50,10,"HM N2 2018 2"
"N2","HM","2018","Gentiana parryi",2,5,1,"HM N2 2018 2"
"N2","HM","2018","Geranium richardsonii",1,5,1,"HM N2 2018 1"
"N2","HM","2021","Erigeron tracyi",1,9,9,"HM N2 2021 1"
"N2","HM","2021","Tragopogon pratensis",2,1,1,"HM N2 2021 2"
"N2","HM","2022","Erigeron tracyi",1,41,41,"HM N2 2022 1"
"N2","HM","2022","Verbascum thapsus",1,10,1,"HM N2 2022 1"
"N2","JC","2012","Campanula rotundifolia",1,12,12,"JC N2 2012 1"
"N2","JC","2012","Eremogone fendleri",1,3,3,"JC N2 2012 1"
"N2","JC","2012","Potentilla hippiana",1,11,11,"JC N2 2012 1"
"N2","JC","2017","Achillea millefolium",3,50,1,"JC N2 2017 3"
"N2","JC","2017","Campanula rotundifolia",3,5,4,"JC N2 2017 3"
"N2","JC","2017","Eremogone fendleri",3,5,3,"JC N2 2017 3"
"N2","JC","2017","Erigeron flagellaris",2,5,1,"JC N2 2017 2"
"N2","JC","2017","Linum lewisii",2,5,1,"JC N2 2017 2"
"N2","JC","2017","Vicia pulchella",1,50,7,"JC N2 2017 1"
"N2","JC","2018","Achillea millefolium",2,5,1,"JC N2 2018 2"
"N2","JC","2018","Campanula rotundifolia",1,50,12,"JC N2 2018 1"
"N2","JC","2018","Campanula rotundifolia",2,5,2,"JC N2 2018 2"
"N2","JC","2018","Erigeron speciosus",2,5,2,"JC N2 2018 2"
"N2","JC","2018","Erigeron subtrinervis",1,5,2,"JC N2 2018 1"
"N2","JC","2018","Erigeron tracyi",1,5,7,"JC N2 2018 1"
"N2","JC","2018","Erigeron tracyi",2,5,3,"JC N2 2018 2"
"N2","JC","2018","Linum lewisii",2,5,2,"JC N2 2018 2"
"N2","JC","2021","Erigeron formosissimus",1,1,1,"JC N2 2021 1"
"N2","JC","2021","Erigeron subtrinervis",2,3,1,"JC N2 2021 2"
"N2","JC","2021","Erigeron tracyi",2,2,2,"JC N2 2021 2"
"N2","JC","2021","Linum lewisii",1,1,1,"JC N2 2021 1"
"N2","JC","2021","Potentilla hippiana",1,4,4,"JC N2 2021 1"
"N2","MM","2012","Erigeron formosissimus",1,7,7,"MM N2 2012 1"
"N2","MM","2012","Hymenopappus newberryi",1,22,22,"MM N2 2012 1"
"N2","MM","2017","Allium cernuum",2,50,7,"MM N2 2017 2"
"N2","MM","2017","Erysimum capitatum",1,5,1,"MM N2 2017 1"
"N2","MM","2017","Vicia pulchella",3,50,5,"MM N2 2017 3"
"N2","MM","2018","Drymaria leptophylla",2,50,1,"MM N2 2018 2"
"N2","MM","2018","Erigeron speciosus",1,5,4,"MM N2 2018 1"
"N2","MM","2018","Erigeron tracyi",1,5,5,"MM N2 2018 1"
"N2","MM","2018","Geranium richardsonii",1,5,1,"MM N2 2018 1"
"N2","MM","2018","Linum lewisii",1,5,10,"MM N2 2018 1"
"N2","MM","2018","Monardella odoratissima",2,50,1,"MM N2 2018 2"
